ReferenceID,Country,Product_Code,Product_Name,Subscription_Start_Date,Subscription_Deactivation_Date,Subscription_Duration_Months,Order_Date_Kyiv,Return_Date_Kyiv,Last_Rebill_Date_Kyiv,Has_Chargeback,Has_Refund,Sales_Agent_Name,Source,Campaign_Name,Total_Amount,Discount_Amount,Number_Of_Rebills,Original_Amount,Returned_Amount,Total_Rebill_Amount
GYB220125-2971-44183,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,25-1-2022 0:00:00,25-2-2022 0:00:00,1,25-1-2022 20:50:00,,,No,No,Rodger,Call,AQ_25,99,0,,99,,
GYB220125-2971-78104,US,aq-one-time-pc-support,Support One Time PC Support,,,0,25-1-2022 4:59:00,,,No,No,Biby,Chat,AQ_9,"119,2","29,8",,149,,
GYB220125-2971-84221,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,25-1-2022 0:00:00,26-4-2022 0:00:00,1,26-1-2022 1:50:00,,,No,No,Jackie,Call,AQ_5,199,0,,199,,
GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,25-1-2022 0:00:00,25-1-2025 0:00:00,36,26-1-2022 0:44:00,,,No,No,Jackie,Call,AQ_9,"683,3",0,,"683,3",,
GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,25-1-2022 0:00:00,25-1-2025 0:00:00,36,26-1-2022 0:44:00,,,No,No,Rodger,From Support,AQ.Upgrade,"683,3",0,,"683,3",,
GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,25-1-2022 0:00:00,25-1-2025 0:00:00,36,26-1-2022 0:44:00,,,No,No,Rodger,From Support,AQ_9,"683,3",0,,"683,3",,
GYB220125-5040-15170,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,25-1-2022 0:00:00,25-2-2022 0:00:00,1,26-1-2022 1:06:00,,,No,No,Nick,Call,AQ_9,99,0,,99,,
GYB220125-6407-71134,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,25-1-2022 0:00:00,1-2-2023 0:00:00,1,25-1-2022 4:24:00,,,No,No,Esmee,Call,AQ_9,432,0,,432,,
GYB220126-2971-96115,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,26-1-2022 0:00:00,26-1-2023 0:00:00,12,26-1-2022 17:52:00,,,No,No,Jackie,Call,AQ_9,"367,2","64,8",,432,,
GYB220126-5040-74119,CA,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,26-1-2022 0:00:00,,24,26-1-2022 20:11:00,,,No,No,Rodger,Call,AQ_1,"575,91",0,,"575,91",,
GYB220126-8904-64130,MT,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,26-1-2022 0:00:00,,36,26-1-2022 20:48:00,,,No,No,Clary,Chat,AQ_9,"683,71",0,,"683,71",,
GYB220127-2255-56123,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,27-1-2022 23:18:00,,,No,No,Vicky,Call,AQ_1,"119,41","29,85",,"149,26",,
GYB220127-2436-32115,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,27-1-2022 0:00:00,27-2-2022 0:00:00,1,27-1-2022 23:38:00,,,No,No,Esmee,Call,AQ_25,"79,2","19,8",,99,,
GYB220127-2971-96120,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,27-1-2022 0:00:00,,24,27-1-2022 23:55:00,,,No,No,Rodger,Call,AQ_5,576,0,,576,,
GYB220127-6407-35172,US,aq-one-time-pc-support,Support One Time PC Support,,,0,28-1-2022 2:09:00,,,No,No,Jayce,Call,AQ_9,149,0,,149,,
GYB220127-6407-77118,PG,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,27-1-2022 0:00:00,,24,27-1-2022 3:06:00,,,No,No,Ruby,Chat,AQ_9,576,0,,576,,
GYB220127-8769-14129,US,gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,27-1-2022 0:00:00,3-4-2022 0:00:00,1,27-1-2022 5:32:00,,27-2-2022 14:01:00,No,No,Esmee,Call,BF.Upgrade,"89,1","9,9",1,99,,"24,95"
GYB220127-8904-71128,US,aq-one-time-pc-support,Support One Time PC Support,,,0,27-1-2022 22:03:00,,,No,No,Esmee,Call,AQ_1,149,0,,149,,
GYB220128-1532-84116,CA,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,30-4-2022 0:00:00,1,28-1-2022 23:02:00,,28-4-2022 21:04:00,No,No,Esmee,Call,AQ_1,"99,48",0,3,"99,48",,"61,61"
GYB220128-4242-75153,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,28-2-2022 0:00:00,1,28-1-2022 19:38:00,,,No,No,Esmee,Call,AQ_9,"79,2","19,8",,99,,
GYB220128-4242-81115,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,28-1-2022 0:00:00,10-3-2022 0:00:00,12,28-1-2022 4:29:00,10-3-2022 4:41:00,,Yes,No,Jackie,Call,AQ_1,"388,54","43,17",,"431,71","358,83",
GYB220128-4977-22128,AU,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,28-1-2022 0:00:00,26-8-2023 0:00:00,1,28-1-2022 7:03:00,,26-7-2023 12:41:00,No,No,Rodger,Call,AQ_7,"99,18",0,17,"99,18",,"409,04"
GYB220128-4977-22147,GB,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,28-1-2022 0:00:00,,36,28-1-2022 17:17:00,,,No,No,Megan,Chat,AQ_9,"683,62",0,,"683,62",,
GYB220128-5179-60121,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,28-2-2022 0:00:00,1,28-1-2022 16:55:00,,,No,No,Esmee,Call,AQ_9,"49,5","49,5",,99,,
GYB220128-8017-69132,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,28-1-2022 0:00:00,,36,28-1-2022 23:29:00,,,No,No,Jackie,Call,AQ.Upgrade,"581,4","102,6",,684,,
GYB220128-9233-66122,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,28-1-2022 0:00:00,7-3-2022 0:00:00,1,29-1-2022 1:47:00,,,No,No,Rinna,Chat,AQ_9,99,0,,99,,
GYB220129-1532-19108,US,aq-one-time-pc-support,Support One Time PC Support,,,0,29-1-2022 23:02:00,,,No,No,Biby,Chat,AQ_9,"119,2","29,8",,149,,
GYB220129-3398-72196,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,29-1-2022 0:00:00,28-2-2022 0:00:00,1,30-1-2022 0:05:00,,,No,No,Vicky,Call,AQ_25,"79,2","19,8",,99,,
GYB220129-3398-77128,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,29-1-2022 3:58:00,,,No,No,Jackie,Call,AQ_1,"74,42","74,42",,"148,84",,
GYB220129-4242-71142,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,29-1-2022 0:00:00,29-1-2022 0:00:00,1,29-1-2022 20:59:00,,,No,No,Nick,Call,AQ_9,99,0,,99,,
GYB220129-5179-98137,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,29-1-2022 0:00:00,,36,29-1-2022 17:57:00,,,No,No,Biby,Chat,AQ_9,684,0,,684,,
GYB220129-6501-56125,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,29-1-2022 0:00:00,29-1-2023 0:00:00,12,29-1-2022 11:13:00,,,No,No,Olivia,Chat,AQ_9,432,0,,432,,
GYB220129-8017-89112,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,29-1-2022 0:00:00,28-2-2022 0:00:00,1,29-1-2022 20:07:00,,,No,No,Esmee,Call,AQ_25,99,0,,99,,
GYB220130-1532-55139,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,30-1-2022 0:00:00,,36,30-1-2022 22:22:00,,,No,No,Nick,Call,AQ_1,684,0,,684,,
GYB220130-4242-21130,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,30-1-2022 0:00:00,28-2-2022 0:00:00,1,30-1-2022 3:09:00,,,No,No,Vicky,Call,AQ_9,"64,35","34,65",,99,,
GYB220130-4242-61155,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,30-1-2022 0:00:00,30-5-2022 0:00:00,1,30-1-2022 20:33:00,,30-4-2022 11:05:00,No,No,Jacob,Call,AQ_1,199,0,1,199,,"19,95"
GYB220130-4977-60113,AU,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,30-1-2022 0:00:00,28-2-2022 0:00:00,1,30-1-2022 4:19:00,,,No,No,Megan,Chat,AQ_9,"49,48","49,48",,"98,96",,
GYB220130-5179-82114,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,30-1-2022 0:00:00,28-3-2022 0:00:00,1,30-1-2022 18:57:00,28-3-2022 1:03:00,28-2-2022 13:05:00,Yes,No,Jacob,Call,AQ_9,"64,35","34,65",1,99,"64,35","24,95"
GYB220130-5570-39129,UA,gotyourback-support-6-month-plan,Support 6-month plan,,,0,30-1-2022 16:51:00,30-1-2022 10:51:00,,No,Yes,,,,199,"19,95",,"218,95",199,
GYB220130-5570-61108,UA,aq-gyb-support-12-month-plan,Support 12-month plan,30-1-2022 0:00:00,31-1-2022 0:00:00,12,30-1-2022 16:45:00,31-1-2022 4:14:00,,No,Yes,,,,336,0,,336,336,
GYB220130-8017-82119,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,30-1-2022 0:00:00,4-3-2022 0:00:00,1,31-1-2022 1:53:00,,28-2-2022 13:38:00,No,No,Jacob,Call,AQ_25,"49,5","49,5",1,99,,"9,97"
GYB220130-9233-77128,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,30-1-2022 0:00:00,,36,30-1-2022 5:51:00,,,No,No,Vicky,Call,AQ_9,684,0,,684,,
GYB220131-1532-96120,AU,aq-one-time-pc-support,Support One Time PC Support,,,0,31-1-2022 3:37:00,,,No,No,Nick,Chat,AQ_7,"149,28",0,,"149,28",,
GYB220131-3398-96108,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,31-1-2022 0:00:00,,1,1-2-2022 0:54:00,,28-9-2023 11:29:00,No,No,Vicky,Call,AQ_1,"432,23",0,9,"432,23",,"173,7"
GYB220131-4242-33114,US,aq-one-time-pc-support,Support One Time PC Support,,,0,31-1-2022 22:20:00,,,No,No,,,,"119,2","29,8",,149,,
GYB220131-4977-45114,US,gyb-support-24-month-plan-hi,Support 24-month Plan,31-1-2022 0:00:00,,24,31-1-2022 22:53:00,,,No,No,Rodger,Call,BF.Upgrade,"460,8","115,2",,576,,
GYB220131-5570-18414,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 13:43:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-23200,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 11:27:00,31-1-2022 4:29:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-24501,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:18:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-25301,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 11:40:00,31-1-2022 4:42:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-27160,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 11:19:00,31-1-2022 4:23:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-28333,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 12:16:00,31-1-2022 5:17:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-31724,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 17:54:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-37532,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,,12,31-1-2022 16:25:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-38250,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 11:35:00,31-1-2022 4:37:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-42756,UA,gotyourback-support-6-month-plan,Support 6-month plan,,,0,31-1-2022 18:50:00,,,No,No,,,,199,"19,95",,"218,95",,
GYB220131-5570-44764,UA,gotyourback-support-12-month-plan,Support 12-month plan,,,0,31-1-2022 23:39:00,,,No,No,,,,299,"19,95",,"318,95",,
GYB220131-5570-47128,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 10:29:00,31-1-2022 3:36:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-49641,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:52:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-52583,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:41:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-59368,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 13:34:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-69446,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 13:49:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-73666,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:57:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-77615,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:44:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-86457,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:01:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-87556,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 16:33:00,,,No,No,,,,336,0,,336,,
GYB220131-5570-94231,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,31-1-2022 0:00:00,12,31-1-2022 11:30:00,31-1-2022 4:33:00,,No,Yes,,,,336,0,,336,336,
GYB220131-5570-94688,UA,aq-gyb-support-12-month-plan,Support 12-month plan,31-1-2022 0:00:00,26-1-2023 0:00:00,12,31-1-2022 17:00:00,,,No,No,,,,336,0,,336,,
GYB220131-9233-32125,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,31-1-2022 0:00:00,,36,31-1-2022 5:51:00,,,No,No,Esmee,Call,AQ_9,684,0,,684,,
GYB220131-9233-33175,US,aq-gyb-support-6-month-plan-lo,Support 6-month Plan,31-1-2022 0:00:00,7-8-2022 0:00:00,1,1-2-2022 0:36:00,,,No,No,Jacob,Call,AQ_25,"199,2","49,8",,249,,
GYB220201-4242-44123,US,gyb-support-36-month-plan-hi,Support 36-month Plan,1-2-2022 0:00:00,1-2-2025 0:00:00,36,1-2-2022 23:14:00,,,No,No,Esmee,Call,BF.Upgrade,684,0,,684,,
GYB220201-5570-22118,UA,aq-gyb-support-12-month-plan,Support 12-month plan,1-2-2022 0:00:00,,1,1-2-2022 17:09:00,,8-3-2022 19:19:00,No,No,,,,336,0,2,336,,"39,9"
GYB220202-1532-21125,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2-2-2022 0:00:00,9-2-2023 0:00:00,1,2-2-2022 22:36:00,,3-1-2023 20:04:00,No,No,Vicky,Call,AQ_9,"49,5","49,5",11,99,,"109,67"
GYB220202-1532-71174,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2-2-2022 0:00:00,2-2-2023 0:00:00,12,3-2-2022 0:38:00,,,No,No,Megan,Chat,AQ_9,432,0,,432,,
GYB220202-3398-32117,US,aq-gyb-support-24-month-plan,Support 24-month plan,2-2-2022 0:00:00,2-2-2024 0:00:00,24,3-2-2022 2:56:00,,,No,No,Rodger,Call,AQ.Upgrade,432,0,,432,,
GYB220202-5179-53105,US,aq-one-time-pc-support,Support One Time PC Support,,,0,2-2-2022 3:48:00,,,No,No,,,,"119,2","29,8",,149,,
GYB220202-9233-91123,AU,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2-2-2022 0:00:00,2-3-2022 0:00:00,1,3-2-2022 2:45:00,,,No,No,Esmee,Call,AQ_7,"49,47","49,47",,"98,94",,
GYB220203-4977-81116,US,gyb-support-36-month-plan-hi,Support 36-month Plan,3-2-2022 0:00:00,,36,4-2-2022 1:46:00,,,No,No,Rodger,Call,BF.Upgrade,"478,8","205,2",,684,,
GYB220203-6501-17170,US,aq-one-time-pc-support,Support One Time PC Support,,,0,4-2-2022 2:35:00,,,No,No,Rinna,Chat,AQ_9,149,0,,149,,
GYB220203-6501-56143,US,aq-one-time-pc-support,Support One Time PC Support,,,0,3-2-2022 21:32:00,,,No,No,Jacob,Call,AQ_9,"74,5","74,5",,149,,
GYB220203-6501-77116,AU,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,3-2-2022 0:00:00,3-3-2022 0:00:00,1,3-2-2022 3:37:00,,,No,No,Esmee,Call,AQ_7,"64,31","34,63",,"98,94",,
GYB220203-8017-20116,AU,gyb-support-12-month-plan,Support 12-month plan,3-2-2022 0:00:00,,1,3-2-2022 20:43:00,,3-10-2023 11:04:00,No,No,Esmee,Call,AQ.Upgrade,"336,25",0,9,"336,25",,"168,08"
GYB220203-9233-51120,GB,aq-one-time-pc-support,Support One Time PC Support,,,0,3-2-2022 15:01:00,,,No,No,Biby,Chat,AQ_9,"149,31",0,,"149,31",,
GYB220204-3398-78138,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,4-2-2022 0:00:00,,36,4-2-2022 19:50:00,,,No,No,Esmee,Call,AQ_1,"683,97",0,,"683,97",,
GYB220204-3398-79166,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,4-2-2022 0:00:00,10-1-2023 0:00:00,1,5-2-2022 0:03:00,,4-1-2023 11:03:00,No,No,Esmee,Call,AQ_9,199,0,9,199,,"179,55"
GYB220204-5179-13139,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,4-2-2022 0:00:00,4-4-2022 0:00:00,1,4-2-2022 17:36:00,,4-3-2022 12:07:00,No,No,Jacob,Call,AQ_9,99,0,1,99,,"19,95"
GYB220204-5179-79108,US,gyb-support-6-month-plan-lo,Support 6-month Plan,4-2-2022 0:00:00,2-11-2022 0:00:00,1,4-2-2022 3:29:00,,4-10-2022 13:48:00,No,No,Rodger,From Support,BF.Upgrade,"211,65","37,35",3,249,,"59,85"
GYB220204-6501-40120,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,4-2-2022 0:00:00,4-2-2022 0:00:00,1,4-2-2022 4:27:00,4-2-2022 15:28:00,,No,Yes,Rodger,Call,AQ_9,"49,5","49,5",,99,"49,5",
GYB220204-8017-76129,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,4-2-2022 0:00:00,1-3-2022 0:00:00,12,4-2-2022 3:59:00,1-3-2022 12:30:00,,No,Yes,Rinna,Chat,AQ_9,"432,28",0,,"432,28","401,53",
GYB220205-1532-40144,US,aq-one-time-pc-support,Support One Time PC Support,,,0,5-2-2022 19:10:00,,,No,No,Jacob,Call,AQ_9,149,0,,149,,
GYB220205-1532-89107,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,5-2-2022 0:00:00,15-12-2022 0:00:00,36,5-2-2022 3:25:00,,,No,No,Megan,From Support,AQ.Upgrade,513,171,,684,,
GYB220205-4977-12146,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,5-2-2022 0:00:00,5-3-2022 0:00:00,1,6-2-2022 2:37:00,,,No,No,Esmee,Call,AQ_9,"49,5","49,5",,99,,
GYB220205-6501-14156,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,5-2-2022 0:00:00,12-4-2023 0:00:00,1,5-2-2022 6:00:00,,5-3-2023 14:20:00,No,No,Vicky,Call,AQ_9,199,0,11,199,,"219,45"
GYB220205-6501-27168,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,5-2-2022 0:00:00,5-2-2023 0:00:00,12,5-2-2022 15:21:00,,,No,No,,,,432,0,,432,,
GYB220205-9233-32114,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,5-2-2022 0:00:00,5-3-2022 0:00:00,1,6-2-2022 1:16:00,,,No,No,Esmee,Call,AQ_9,"49,5","49,5",,99,,
GYB220206-8017-49132,AU,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,6-2-2022 0:00:00,23-2-2022 0:00:00,36,6-2-2022 6:42:00,23-2-2022 19:54:00,,No,Yes,Esmee,Call,AQ_7,"683,47",0,,"683,47","480,66",
GYB220206-9233-36137,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,6-2-2022 0:00:00,,36,6-2-2022 23:58:00,29-4-2022 9:17:00,,No,Yes,Nick,Call,AQ_9,684,0,,684,535,
GYB220206-9233-87112,CA,gyb-support-36-month-plan-hi,Support 36-month Plan,6-2-2022 0:00:00,,36,6-2-2022 17:42:00,,,No,No,Rodger,Call,BF.Upgrade,"580,95","102,52",,"683,47",,
